ds_id,Dataset title,variable,unit,israster,unit_mod,type_of_data,class_of_data
28,HotMaps: Building stock analysis,FLOOR | construction methodology | wooden floor (rafters + boards),dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,ROOF | construction material | concrete,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,ROOF | construction material | concrete + bricks,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,ROOF | construction material | flat roof,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,ROOF | construction material | None,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,ROOF | construction material | tilted roof,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,ROOF | construction material | wood,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,SPACE COOLING | no space cooling | None,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,SPACE COOLING | space cooling | None,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,SPACE HEATING | biomass | None,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,SPACE HEATING | boiler | condensing,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,SPACE HEATING | boiler | non-condensing,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,SPACE HEATING | central | None,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,SPACE HEATING | combined | None,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,SPACE HEATING |  district heating | None,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,SPACE HEATING | electric heating | None,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,SPACE HEATING | electricity | None,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,SPACE HEATING | fossil fuels | gas,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,SPACE HEATING | fossil fuels | liquid,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,SPACE HEATING | fossil fuels | solid,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,SPACE HEATING | heat pump | None,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,SPACE HEATING | individual | None,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,SPACE HEATING | stove | None,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,WALLS | construction material | brick,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,WALLS | construction material | concrete,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,WALLS | construction material | other,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,WALLS | construction material | wood,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,WALLS | construction methodology | cavity wall,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,WALLS | construction methodology | honeycomb bricks / hollow blocks wall,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,WALLS | construction methodology | None,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,WALLS | construction methodology | other,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,WALLS | construction methodology | solid wall,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,WINDOWS | construction material | aluminium,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,WINDOWS | construction material | synthetic / pvc,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,WINDOWS | construction material | wood,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,WINDOWS | construction methodology | double glazing,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,WINDOWS | construction methodology | None,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,WINDOWS | construction methodology | single glazing,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,WINDOWS | construction methodology | triple glazing,dimensionless,FALSE,%,built_env,buildings
29,H2020 SET-Nav: Detailed scenario results for energy demand by the INVERT/EE-Lab model ,final energy demand,GWh,FALSE,GWh,en_demand,energy_dem
30,Fuel consumption and technologies used in the heating/cooling sector,Final Energy | Cooling,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Final Energy | Heating,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Final Energy | Process cooling,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Final Energy | Process heating,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Final Energy | Space cooling,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Final Energy | Space heating,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Final Energy | Total Heating and Cooling,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Final Energy | Water heating,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Primary Energy | Cooling,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Primary Energy | Heating,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Primary Energy | Process cooling,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Primary Energy | Process heating,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Primary Energy | Space cooling,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Primary Energy | Space heating,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Primary Energy | Total Heating and Cooling,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Primary Energy | Water heating,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Useful Energy | Cooling,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Useful Energy | Heating,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Useful Energy | Process cooling,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Useful Energy | Process heating,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Useful Energy | Space cooling,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Useful Energy | Space heating,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Useful Energy | Total Heating and Cooling,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Useful Energy | Water heating,TWh,FALSE,TWh,en_consumption,energy_cons
31,INTERREG GRETA,Climate zones,-,TRUE,dimensionless,climate,environmental
31,INTERREG GRETA,Geothermal energy potential,MWh/year,TRUE,MWh,en_production,energy_prod
31,INTERREG GRETA,Geothermal power potential,W,TRUE,W,en_power,energy_cap
31,INTERREG GRETA,Ground conductivity,W/(m K),TRUE,W/(m K),conductivity,environmental
31,INTERREG GRETA,Land surface temperature,°C,TRUE,°C,climate_temp,environmental
31,INTERREG GRETA,length of the heating season,hours,TRUE,h,time,environmental
33,Building Height,Building height,m,NULL,m,built_env,buildings
35,European Settlement Map,Land use,,TRUE,dimensionless,land_use,environmental
42,National Housing Census: type of living quarter by country,Non-residential buildings : Conventional dwellings,Number,FALSE,Number,built_env,buildings
42,National Housing Census: type of living quarter by country,Non-residential buildings : Occupied conventional dwellings,Number,FALSE,Number,built_env,buildings
42,National Housing Census: type of living quarter by country,Non-residential buildings : Unknown,Number,FALSE,Number,built_env,buildings
42,National Housing Census: type of living quarter by country,Non-residential buildings : Unoccupied conventional dwellings,Number,FALSE,Number,built_env,buildings
42,National Housing Census: type of living quarter by country,One-dwelling residential buildings : Conventional dwellings,Number,FALSE,Number,built_env,buildings
42,National Housing Census: type of living quarter by country,One-dwelling residential buildings : Occupied conventional dwellings,Number,FALSE,Number,built_env,buildings
42,National Housing Census: type of living quarter by country,One-dwelling residential buildings : Unknown,Number,FALSE,Number,built_env,buildings
42,National Housing Census: type of living quarter by country,One-dwelling residential buildings : Unoccupied conventional dwellings,Number,FALSE,Number,built_env,buildings
42,National Housing Census: type of living quarter by country,Residential buildings : Conventional dwellings,Number,FALSE,Number,built_env,buildings
42,National Housing Census: type of living quarter by country,Residential buildings : Occupied conventional dwellings,Number,FALSE,Number,built_env,buildings
42,National Housing Census: type of living quarter by country,Residential buildings : Unknown,Number,FALSE,Number,built_env,buildings
42,National Housing Census: type of living quarter by country,Residential buildings : Unoccupied conventional dwellings,Number,FALSE,Number,built_env,buildings
42,National Housing Census: type of living quarter by country,Three or more dwelling residential buildings : Conventional dwellings,Number,FALSE,Number,built_env,buildings
42,National Housing Census: type of living quarter by country,Three or more dwelling residential buildings : Occupied conventional dwellings,Number,FALSE,Number,built_env,buildings
42,National Housing Census: type of living quarter by country,Three or more dwelling residential buildings : Unknown,Number,FALSE,Number,built_env,buildings
42,National Housing Census: type of living quarter by country,Three or more dwelling residential buildings : Unoccupied conventional dwellings,Number,FALSE,Number,built_env,buildings
42,National Housing Census: type of living quarter by country,Total : Conventional dwellings,Number,FALSE,Number,built_env,buildings
42,National Housing Census: type of living quarter by country,Total : Occupied conventional dwellings,Number,FALSE,Number,built_env,buildings
42,National Housing Census: type of living quarter by country,Total : Unknown,Number,FALSE,Number,built_env,buildings
42,National Housing Census: type of living quarter by country,Total : Unoccupied conventional dwellings,Number,FALSE,Number,built_env,buildings
42,National Housing Census: type of living quarter by country,Two-dwelling residential buildings : Conventional dwellings,Number,FALSE,Number,built_env,buildings
42,National Housing Census: type of living quarter by country,Two-dwelling residential buildings : Occupied conventional dwellings,Number,FALSE,Number,built_env,buildings
42,National Housing Census: type of living quarter by country,Two-dwelling residential buildings : Unknown,Number,FALSE,Number,built_env,buildings
42,National Housing Census: type of living quarter by country,Two-dwelling residential buildings : Unoccupied conventional dwellings,Number,FALSE,Number,built_env,buildings
42,National Housing Census: type of living quarter by country,Unknown : Conventional dwellings,Number,FALSE,Number,built_env,buildings
42,National Housing Census: type of living quarter by country,Unknown : Occupied conventional dwellings,Number,FALSE,Number,built_env,buildings
42,National Housing Census: type of living quarter by country,Unknown : Unknown,Number,FALSE,Number,built_env,buildings
42,National Housing Census: type of living quarter by country,Unknown : Unoccupied conventional dwellings,Number,FALSE,Number,built_env,buildings
43,HotMaps: Heat demand density,"Heat density map (final energy demand for heating and DHW) of buildings in EU28 + Switzerland, Norway and Iceland for the year 2015",MWh/ha (MWh/10.000 m2),TRUE,MWh/ha,en_demand,energy_dem
45,HotMaps: Heated gross floor area density,"Heated gross floor area density map of buildings in EU28 + Switzerland, Norway and Iceland for the year 2015",m2/ha (m2/10.000 m2),TRUE,m2/ha,built_env,buildings
46,OECD: Greenhouse gas emissions,1A1 - Energy Industries | Greenhouse gases,Percentage | Units,FALSE,%,emissions,environmental
46,OECD: Greenhouse gas emissions,1A1 - Energy Industries | Greenhouse gases,Tonnes of CO2 equivalent | Thousands,FALSE,kt CO2_eq,emissions,environmental
46,OECD: Greenhouse gas emissions,1A2 - Manufacturing industries and construction | Greenhouse gases,Percentage | Units,FALSE,%,emissions,environmental
46,OECD: Greenhouse gas emissions,1A2 - Manufacturing industries and construction | Greenhouse gases,Tonnes of CO2 equivalent | Thousands,FALSE,kt CO2_eq,emissions,environmental
46,OECD: Greenhouse gas emissions,1A3 - Transport | Greenhouse gases,Percentage | Units,FALSE,%,emissions,environmental
46,OECD: Greenhouse gas emissions,1A3 - Transport | Greenhouse gases,Tonnes of CO2 equivalent | Thousands,FALSE,kt CO2_eq,emissions,environmental
46,OECD: Greenhouse gas emissions,1A4 - Residential and other sectors | Greenhouse gases,Tonnes of CO2 equivalent | Thousands,FALSE,kt CO2_eq,emissions,environmental
46,OECD: Greenhouse gas emissions,1A4 - Residential and other sectors | Greenhouse gases,Percentage | Units,FALSE,%,emissions,environmental
46,OECD: Greenhouse gas emissions,1A5 - Energy - Other | Greenhouse gases,Percentage | Units,FALSE,%,emissions,environmental
46,OECD: Greenhouse gas emissions,1A5 - Energy - Other | Greenhouse gases,Tonnes of CO2 equivalent | Thousands,FALSE,kt CO2_eq,emissions,environmental
46,OECD: Greenhouse gas emissions,1B - Fugitive Emissions from Fuels | Greenhouse gases,Percentage | Units,FALSE,%,emissions,environmental
46,OECD: Greenhouse gas emissions,1B - Fugitive Emissions from Fuels | Greenhouse gases,Tonnes of CO2 equivalent | Thousands,FALSE,kt CO2_eq,emissions,environmental
46,OECD: Greenhouse gas emissions,1C - CO2 from Transport and Storage | Greenhouse gases,Percentage | Units,FALSE,%,emissions,environmental
46,OECD: Greenhouse gas emissions,1C - CO2 from Transport and Storage | Greenhouse gases,Tonnes of CO2 equivalent | Thousands,FALSE,kt CO2_eq,emissions,environmental
46,OECD: Greenhouse gas emissions,1 - Energy | Greenhouse gases,Percentage | Units,FALSE,%,emissions,environmental
46,OECD: Greenhouse gas emissions,1 - Energy | Greenhouse gases,Tonnes of CO2 equivalent | Thousands,FALSE,kt CO2_eq,emissions,environmental
46,OECD: Greenhouse gas emissions,2- Industrial processes and product use | Greenhouse gases,Percentage | Units,FALSE,%,emissions,environmental
46,OECD: Greenhouse gas emissions,2- Industrial processes and product use | Greenhouse gases,Tonnes of CO2 equivalent | Thousands,FALSE,kt CO2_eq,emissions,environmental
46,OECD: Greenhouse gas emissions,3 - Agriculture | Greenhouse gases,Percentage | Units,FALSE,%,emissions,environmental
46,OECD: Greenhouse gas emissions,3 - Agriculture | Greenhouse gases,Tonnes of CO2 equivalent | Thousands,FALSE,kt CO2_eq,emissions,environmental
46,OECD: Greenhouse gas emissions,5 - Waste | Greenhouse gases,Percentage | Units,FALSE,%,emissions,environmental
46,OECD: Greenhouse gas emissions,5 - Waste | Greenhouse gases,Tonnes of CO2 equivalent | Thousands,FALSE,kt CO2_eq,emissions,environmental
46,OECD: Greenhouse gas emissions,6 - Other | Greenhouse gases,Percentage | Units,FALSE,%,emissions,environmental
46,OECD: Greenhouse gas emissions,6 - Other | Greenhouse gases,Tonnes of CO2 equivalent | Thousands,FALSE,kt CO2_eq,emissions,environmental
46,OECD: Greenhouse gas emissions,"Agriculture, Forestry and Other Land Use (AFOLU) | Greenhouse gases",Tonnes of CO2 equivalent | Units,FALSE,t CO2_eq,emissions,environmental
46,OECD: Greenhouse gas emissions,"Land use, land-use change and forestry (LULUCF) | Greenhouse gases",Tonnes of CO2 equivalent | Thousands,FALSE,kt CO2_eq,emissions,environmental
46,OECD: Greenhouse gas emissions,Total  emissions excluding LULUCF | Carbon dioxide,Tonnes of CO2 equivalent | Thousands,FALSE,kt CO2_eq,emissions,environmental
46,OECD: Greenhouse gas emissions,Total  emissions excluding LULUCF | Greenhouse gases,Tonnes of CO2 equivalent | Thousands,FALSE,kt CO2_eq,emissions,environmental
46,OECD: Greenhouse gas emissions,Total  emissions excluding LULUCF | Hydrofluorocarbons,Tonnes of CO2 equivalent | Thousands,FALSE,kt CO2_eq,emissions,environmental
46,OECD: Greenhouse gas emissions,Total  emissions excluding LULUCF | Methane,Tonnes of CO2 equivalent | Thousands,FALSE,kt CO2_eq,emissions,environmental
46,OECD: Greenhouse gas emissions,Total  emissions excluding LULUCF | Nitrogen trifluoride,Tonnes of CO2 equivalent | Thousands,FALSE,kt CO2_eq,emissions,environmental
46,OECD: Greenhouse gas emissions,Total  emissions excluding LULUCF | Nitrous oxide,Tonnes of CO2 equivalent | Thousands,FALSE,kt CO2_eq,emissions,environmental
46,OECD: Greenhouse gas emissions,Total  emissions excluding LULUCF | Perfluorocarbons,Tonnes of CO2 equivalent | Thousands,FALSE,kt CO2_eq,emissions,environmental
46,OECD: Greenhouse gas emissions,Total  emissions excluding LULUCF | Sulphur hexafluoride,Tonnes of CO2 equivalent | Thousands,FALSE,kt CO2_eq,emissions,environmental
46,OECD: Greenhouse gas emissions,Total  emissions excluding LULUCF | Unspecified mix of HFCs and PFCs,Tonnes of CO2 equivalent | Thousands,FALSE,kt CO2_eq,emissions,environmental
46,OECD: Greenhouse gas emissions,Total  emissions including LULUCF | Greenhouse gases,Tonnes of CO2 equivalent | Thousands,FALSE,kt CO2_eq,emissions,environmental
46,OECD: Greenhouse gas emissions,"Total GHG excl. LULUCF, Index 1990=100 | Carbon dioxide",Index | Units,FALSE,dimensionless,emissions,environmental
46,OECD: Greenhouse gas emissions,"Total GHG excl. LULUCF, Index 1990=100 | Greenhouse gases",Index | Units,FALSE,dimensionless,emissions,environmental
46,OECD: Greenhouse gas emissions,"Total GHG excl. LULUCF, Index 1990=100 | Hydrofluorocarbons",Index | Units,FALSE,dimensionless,emissions,environmental
46,OECD: Greenhouse gas emissions,"Total GHG excl. LULUCF, Index 1990=100 | Methane",Index | Units,FALSE,dimensionless,emissions,environmental
46,OECD: Greenhouse gas emissions,"Total GHG excl. LULUCF, Index 1990=100 | Nitrogen trifluoride",Index | Units,FALSE,dimensionless,emissions,environmental
46,OECD: Greenhouse gas emissions,"Total GHG excl. LULUCF, Index 1990=100 | Nitrous oxide",Index | Units,FALSE,dimensionless,emissions,environmental
46,OECD: Greenhouse gas emissions,"Total GHG excl. LULUCF, Index 1990=100 | Perfluorocarbons",Index | Units,FALSE,dimensionless,emissions,environmental
46,OECD: Greenhouse gas emissions,"Total GHG excl. LULUCF, Index 1990=100 | Sulphur hexafluoride",Index | Units,FALSE,dimensionless,emissions,environmental
46,OECD: Greenhouse gas emissions,"Total GHG excl. LULUCF, Index 1990=100 | Unspecified mix of HFCs and PFCs",Index | Units,FALSE,dimensionless,emissions,environmental
46,OECD: Greenhouse gas emissions,"Total GHG excl. LULUCF, Index 2000=100 | Carbon dioxide",Index | Units,FALSE,dimensionless,emissions,environmental
46,OECD: Greenhouse gas emissions,"Total GHG excl. LULUCF, Index 2000=100 | Greenhouse gases",Index | Units,FALSE,dimensionless,emissions,environmental
46,OECD: Greenhouse gas emissions,"Total GHG excl. LULUCF, Index 2000=100 | Hydrofluorocarbons",Index | Units,FALSE,dimensionless,emissions,environmental
46,OECD: Greenhouse gas emissions,"Total GHG excl. LULUCF, Index 2000=100 | Methane",Index | Units,FALSE,dimensionless,emissions,environmental
46,OECD: Greenhouse gas emissions,"Total GHG excl. LULUCF, Index 2000=100 | Nitrogen trifluoride",Index | Units,FALSE,dimensionless,emissions,environmental
46,OECD: Greenhouse gas emissions,"Total GHG excl. LULUCF, Index 2000=100 | Nitrous oxide",Index | Units,FALSE,dimensionless,emissions,environmental
46,OECD: Greenhouse gas emissions,"Total GHG excl. LULUCF, Index 2000=100 | Perfluorocarbons",Index | Units,FALSE,dimensionless,emissions,environmental
46,OECD: Greenhouse gas emissions,"Total GHG excl. LULUCF, Index 2000=100 | Sulphur hexafluoride",Index | Units,FALSE,dimensionless,emissions,environmental
46,OECD: Greenhouse gas emissions,"Total GHG excl. LULUCF, Index 2000=100 | Unspecified mix of HFCs and PFCs",Index | Units,FALSE,dimensionless,emissions,environmental
46,OECD: Greenhouse gas emissions,Total GHG excl. LULUCF per capita | Greenhouse gases,Kilograms per capita | Thousands,FALSE,kg per capita,emissions,environmental
46,OECD: Greenhouse gas emissions,Total GHG excl. LULUCF per unit of GDP | Greenhouse gases,Kilograms per 1 000 US dollars | Thousands,FALSE,kg per 1000$,emissions,environmental
47,Electricity prices for household consumers,Band DA : Consumption < 1 000 kWh : All taxes and levies included,Kilowatt-hour,FALSE,kWh,en_consumption,energy_cons
47,Electricity prices for household consumers,Band DA : Consumption < 1 000 kWh : Excluding taxes and levies,Kilowatt-hour,FALSE,kWh,en_consumption,energy_cons
47,Electricity prices for household consumers,Band DA : Consumption < 1 000 kWh : Excluding VAT and other recoverable taxes and levies,Kilowatt-hour,FALSE,kWh,en_consumption,energy_cons
47,Electricity prices for household consumers,Band DB : 1 000 kWh < Consumption < 2 500 kWh : All taxes and levies included,Kilowatt-hour,FALSE,kWh,en_consumption,energy_cons
47,Electricity prices for household consumers,Band DB : 1 000 kWh < Consumption < 2 500 kWh : Excluding taxes and levies,Kilowatt-hour,FALSE,kWh,en_consumption,energy_cons
47,Electricity prices for household consumers,Band DB : 1 000 kWh < Consumption < 2 500 kWh : Excluding VAT and other recoverable taxes and levies,Kilowatt-hour,FALSE,kWh,en_consumption,energy_cons
47,Electricity prices for household consumers,Band DC : 2 500 kWh < Consumption < 5 000 kWh : All taxes and levies included,Kilowatt-hour,FALSE,kWh,en_consumption,energy_cons
47,Electricity prices for household consumers,Band DC : 2 500 kWh < Consumption < 5 000 kWh : Excluding taxes and levies,Kilowatt-hour,FALSE,kWh,en_consumption,energy_cons
47,Electricity prices for household consumers,Band DC : 2 500 kWh < Consumption < 5 000 kWh : Excluding VAT and other recoverable taxes and levies,Kilowatt-hour,FALSE,kWh,en_consumption,energy_cons
47,Electricity prices for household consumers,Band DD : 5 000 kWh < Consumption < 15 000 kWh : All taxes and levies included,Kilowatt-hour,FALSE,kWh,en_consumption,energy_cons
47,Electricity prices for household consumers,Band DD : 5 000 kWh < Consumption < 15 000 kWh : Excluding taxes and levies,Kilowatt-hour,FALSE,kWh,en_consumption,energy_cons
47,Electricity prices for household consumers,Band DD : 5 000 kWh < Consumption < 15 000 kWh : Excluding VAT and other recoverable taxes and levies,Kilowatt-hour,FALSE,kWh,en_consumption,energy_cons
47,Electricity prices for household consumers,Band DE : Consumption > 15 000 kWh : All taxes and levies included,Kilowatt-hour,FALSE,kWh,en_consumption,energy_cons
47,Electricity prices for household consumers,Band DE : Consumption > 15 000 kWh : Excluding taxes and levies,Kilowatt-hour,FALSE,kWh,en_consumption,energy_cons
47,Electricity prices for household consumers,Band DE : Consumption > 15 000 kWh : Excluding VAT and other recoverable taxes and levies,Kilowatt-hour,FALSE,kWh,en_consumption,energy_cons
48,Expenditure per household on energy,"Electricity, gas and other fuels","Current prices, million euro",FALSE,M€,cost,socio_economic
49,Energy dependence,Natural gas,Percentage,FALSE,%,energy,energy_cons
49,Energy dependence,Oil and petroleum products (excluding biofuel portion),Percentage,FALSE,%,energy,energy_cons
49,Energy dependence,Solid fossil fuels,Percentage,FALSE,%,energy,energy_cons
49,Energy dependence,Total,Percentage,FALSE,%,energy,energy_cons
50,Regional GDP,default,"Million purchasing power standards (PPS, EU27 from 2020)",FALSE,MPPS,GDP,socio_economic
